Fecha,Categoria,Zona,Hora
2014-05-21,UberX,Brooklyn,12
2014-05-21,UberX,Brooklyn,13
2014-05-21,UberX,Brooklyn,14
2014-05-21,UberX,Brooklyn,15
2014-05-21,UberX,Brooklyn,16
2014-05-21,UberX,Brooklyn,17
2014-05-21,UberX,Brooklyn,18
2014-05-21,UberX,Brooklyn,19
2014-05-21,UberX,Brooklyn,20
2014-05-21,UberX,Brooklyn,21
2014-05-21,UberX,Brooklyn,22
2014-05-21,UberX,Brooklyn,23
2014-05-21,UberX,Jersey City,0
2014-05-21,UberX,Jersey City,3
2014-05-21,UberX,Jersey City,5
2014-05-21,UberX,Jersey City,6
2014-05-21,UberX,Jersey City,8
2014-05-21,UberX,Jersey City,9
2014-05-21,UberX,Jersey City,10
2014-05-21,UberX,Jersey City,11
2014-05-21,UberX,Jersey City,14
2014-05-21,UberX,Jersey City,15
2014-05-21,UberX,Jersey City,16
2014-05-21,UberX,Jersey City,17
2014-05-21,UberX,Jersey City,18
2014-05-21,UberX,Jersey City,20
2014-05-21,UberX,Jersey City,21
2014-05-21,UberX,Jersey City,22
2014-05-21,UberX,Jersey City,23
2014-05-21,UberX,Other,0
2014-05-21,UberX,Other,1
2014-05-21,UberX,Other,2
2014-05-21,UberX,Other,3
2014-05-21,UberX,Other,4
2014-05-21,UberX,Other,5
2014-05-21,UberX,Other,6
2014-05-21,UberX,Other,7
2014-05-21,UberX,Other,8
2014-05-21,UberX,Other,9
2014-05-21,UberX,Other,10
2014-05-21,UberX,Other,11
2014-05-21,UberX,Other,12
2014-05-21,UberX,Other,13
2014-05-21,UberX,Other,14
2014-05-21,UberX,Other,15
2014-05-21,UberX,Other,16
2014-05-21,UberX,Other,17
2014-05-21,UberX,Other,18
2014-05-21,UberX,Other,19
2014-05-21,UberX,Other,20
2014-05-21,UberX,Other,21
2014-05-21,UberX,Other,22
2014-05-21,UberX,Other,23
2014-05-22,UberBlack,Brooklyn,0
2014-05-22,UberBlack,Brooklyn,2
2014-05-22,UberBlack,Brooklyn,6
2014-05-22,UberBlack,Brooklyn,7
2014-05-22,UberBlack,Brooklyn,8
2014-05-22,UberBlack,Brooklyn,12
2014-05-22,UberBlack,Brooklyn,15
2014-05-22,UberBlack,Brooklyn,16
2014-05-22,UberBlack,Brooklyn,17
2014-05-22,UberBlack,Brooklyn,18
2014-05-22,UberBlack,Brooklyn,19
2014-05-22,UberBlack,Brooklyn,20
2014-05-22,UberBlack,Brooklyn,22
2014-05-22,UberBlack,Brooklyn,23
2014-05-22,UberBlack,Jersey City,20
2014-05-22,UberBlack,Jersey City,21
2014-05-22,UberBlack,Other,0
2014-05-22,UberBlack,Other,2
2014-05-22,UberBlack,Other,3
2014-05-22,UberBlack,Other,4
2014-05-22,UberBlack,Other,5
2014-05-22,UberBlack,Other,6
2014-05-22,UberBlack,Other,7
2014-05-22,UberBlack,Other,8
2014-05-22,UberBlack,Other,9
2014-05-22,UberBlack,Other,10
2014-05-22,UberBlack,Other,11
2014-05-22,UberBlack,Other,12
2014-05-22,UberBlack,Other,13
2014-05-22,UberBlack,Other,14
2014-05-22,UberBlack,Other,15
2014-05-22,UberBlack,Other,16
2014-05-22,UberBlack,Other,17
2014-05-22,UberBlack,Other,18
2014-05-22,UberBlack,Other,19
2014-05-22,UberBlack,Other,20
2014-05-22,UberBlack,Other,21
2014-05-22,UberBlack,Other,22
2014-05-22,UberBlack,Other,23
2014-05-22,UberConfort,Brooklyn,0
2014-05-22,UberConfort,Brooklyn,2
2014-05-22,UberConfort,Brooklyn,3
2014-05-22,UberConfort,Brooklyn,4
2014-05-22,UberConfort,Brooklyn,5
2014-05-22,UberConfort,Brooklyn,6
2014-05-22,UberConfort,Brooklyn,7
2014-05-22,UberConfort,Brooklyn,8
2014-05-22,UberConfort,Brooklyn,9
2014-05-22,UberConfort,Brooklyn,10
2014-05-22,UberConfort,Brooklyn,11
2014-05-22,UberConfort,Brooklyn,12
2014-05-22,UberConfort,Brooklyn,13
2014-05-22,UberConfort,Brooklyn,14
2014-05-22,UberConfort,Brooklyn,15
2014-05-22,UberConfort,Brooklyn,16
2014-05-22,UberConfort,Brooklyn,17
2014-05-22,UberConfort,Brooklyn,18
2014-05-22,UberConfort,Brooklyn,19
2014-05-22,UberConfort,Brooklyn,20
2014-05-22,UberConfort,Brooklyn,21
2014-05-22,UberConfort,Brooklyn,22
2014-05-22,UberConfort,Brooklyn,23
2014-05-22,UberConfort,Jersey City,0
2014-05-22,UberConfort,Jersey City,1
2014-05-22,UberConfort,Jersey City,5
2014-05-22,UberConfort,Jersey City,6
2014-05-22,UberConfort,Jersey City,7
2014-05-22,UberConfort,Jersey City,8
2014-05-22,UberConfort,Jersey City,9
2014-05-22,UberConfort,Jersey City,11
2014-05-22,UberConfort,Jersey City,12
2014-05-22,UberConfort,Jersey City,13
2014-05-22,UberConfort,Jersey City,14
2014-05-22,UberConfort,Jersey City,15
2014-05-22,UberConfort,Jersey City,16
2014-05-22,UberConfort,Jersey City,17
2014-05-22,UberConfort,Jersey City,18
2014-05-22,UberConfort,Jersey City,20
2014-05-22,UberConfort,Jersey City,21
2014-05-22,UberConfort,Jersey City,22
2014-05-22,UberConfort,Jersey City,23
2014-05-22,UberConfort,Other,0
2014-05-22,UberConfort,Other,1
2014-05-22,UberConfort,Other,2
2014-05-22,UberConfort,Other,3
2014-05-22,UberConfort,Other,4
2014-05-22,UberConfort,Other,5
2014-05-22,UberConfort,Other,6
2014-05-22,UberConfort,Other,7
2014-05-22,UberConfort,Other,8
2014-05-22,UberConfort,Other,9
2014-05-22,UberConfort,Other,10
2014-05-22,UberConfort,Other,11
2014-05-22,UberConfort,Other,12
2014-05-22,UberConfort,Other,13
2014-05-22,UberConfort,Other,14
2014-05-22,UberConfort,Other,15
2014-05-22,UberConfort,Other,16
2014-05-22,UberConfort,Other,17
2014-05-22,UberConfort,Other,18
2014-05-22,UberConfort,Other,19
2014-05-22,UberConfort,Other,20
2014-05-22,UberConfort,Other,21
2014-05-22,UberConfort,Other,22
2014-05-22,UberConfort,Other,23
2014-05-22,UberGreen,Brooklyn,0
2014-05-22,UberGreen,Brooklyn,4
2014-05-22,UberGreen,Brooklyn,5
2014-05-22,UberGreen,Brooklyn,6
2014-05-22,UberGreen,Brooklyn,7
2014-05-22,UberGreen,Brooklyn,8
2014-05-22,UberGreen,Brooklyn,10
2014-05-22,UberGreen,Brooklyn,11
2014-05-22,UberGreen,Brooklyn,12
2014-05-22,UberGreen,Brooklyn,13
2014-05-22,UberGreen,Brooklyn,14
2014-05-22,UberGreen,Brooklyn,15
2014-05-22,UberGreen,Brooklyn,16
2014-05-22,UberGreen,Brooklyn,17
2014-05-22,UberGreen,Brooklyn,18
2014-05-22,UberGreen,Brooklyn,19
2014-05-22,UberGreen,Brooklyn,20
2014-05-22,UberGreen,Brooklyn,21
2014-05-22,UberGreen,Brooklyn,22
2014-05-22,UberGreen,Brooklyn,23
2014-05-22,UberGreen,Jersey City,5
2014-05-22,UberGreen,Jersey City,6
2014-05-22,UberGreen,Jersey City,9
2014-05-22,UberGreen,Jersey City,14
2014-05-22,UberGreen,Jersey City,15
2014-05-22,UberGreen,Jersey City,16
2014-05-22,UberGreen,Jersey City,17
2014-05-22,UberGreen,Jersey City,20
2014-05-22,UberGreen,Other,0
2014-05-22,UberGreen,Other,1
2014-05-22,UberGreen,Other,2
2014-05-22,UberGreen,Other,3
2014-05-22,UberGreen,Other,4
2014-05-22,UberGreen,Other,5
2014-05-22,UberGreen,Other,6
2014-05-22,UberGreen,Other,7
2014-05-22,UberGreen,Other,8
2014-05-22,UberGreen,Other,9
2014-05-22,UberGreen,Other,10
2014-05-22,UberGreen,Other,11
2014-05-22,UberGreen,Other,12
2014-05-22,UberGreen,Other,13
2014-05-22,UberGreen,Other,14
2014-05-22,UberGreen,Other,15
2014-05-22,UberGreen,Other,16
2014-05-22,UberGreen,Other,17
2014-05-22,UberGreen,Other,18
2014-05-22,UberGreen,Other,19
2014-05-22,UberGreen,Other,20
2014-05-22,UberGreen,Other,21
2014-05-22,UberGreen,Other,22
2014-05-22,UberGreen,Other,23
2014-05-22,UberPool,Brooklyn,0
2014-05-22,UberPool,Brooklyn,1
2014-05-22,UberPool,Brooklyn,2
2014-05-22,UberPool,Brooklyn,3
2014-05-22,UberPool,Brooklyn,4
2014-05-22,UberPool,Brooklyn,5
2014-05-22,UberPool,Brooklyn,6
2014-05-22,UberPool,Brooklyn,7
2014-05-22,UberPool,Brooklyn,8
2014-05-22,UberPool,Brooklyn,9
2014-05-22,UberPool,Brooklyn,10
2014-05-22,UberPool,Brooklyn,11
2014-05-22,UberPool,Brooklyn,12
2014-05-22,UberPool,Brooklyn,13
2014-05-22,UberPool,Brooklyn,14
2014-05-22,UberPool,Brooklyn,15
2014-05-22,UberPool,Brooklyn,16
2014-05-22,UberPool,Brooklyn,17
2014-05-22,UberPool,Brooklyn,18
2014-05-22,UberPool,Brooklyn,19
2014-05-22,UberPool,Brooklyn,20
2014-05-22,UberPool,Brooklyn,21
2014-05-22,UberPool,Brooklyn,22
2014-05-22,UberPool,Brooklyn,23
2014-05-22,UberPool,Jersey City,0
2014-05-22,UberPool,Jersey City,1
2014-05-22,UberPool,Jersey City,3
2014-05-22,UberPool,Jersey City,4
2014-05-22,UberPool,Jersey City,5
2014-05-22,UberPool,Jersey City,6
2014-05-22,UberPool,Jersey City,7
2014-05-22,UberPool,Jersey City,8
2014-05-22,UberPool,Jersey City,9
2014-05-22,UberPool,Jersey City,10
2014-05-22,UberPool,Jersey City,11
2014-05-22,UberPool,Jersey City,12
2014-05-22,UberPool,Jersey City,13
2014-05-22,UberPool,Jersey City,14
2014-05-22,UberPool,Jersey City,16
2014-05-22,UberPool,Jersey City,17
2014-05-22,UberPool,Jersey City,18
2014-05-22,UberPool,Jersey City,19
2014-05-22,UberPool,Jersey City,21
2014-05-22,UberPool,Jersey City,22
2014-05-22,UberPool,Jersey City,23
2014-05-22,UberPool,Other,0
2014-05-22,UberPool,Other,1
2014-05-22,UberPool,Other,2
2014-05-22,UberPool,Other,3
2014-05-22,UberPool,Other,4
2014-05-22,UberPool,Other,5
2014-05-22,UberPool,Other,6
2014-05-22,UberPool,Other,7
2014-05-22,UberPool,Other,8
2014-05-22,UberPool,Other,9
2014-05-22,UberPool,Other,10
2014-05-22,UberPool,Other,11
2014-05-22,UberPool,Other,12
2014-05-22,UberPool,Other,13
2014-05-22,UberPool,Other,14
2014-05-22,UberPool,Other,15
2014-05-22,UberPool,Other,16
2014-05-22,UberPool,Other,17
2014-05-22,UberPool,Other,18
2014-05-22,UberPool,Other,19
2014-05-22,UberPool,Other,20
2014-05-22,UberPool,Other,21
2014-05-22,UberPool,Other,22
2014-05-22,UberPool,Other,23
2014-05-22,UberX,Brooklyn,0
2014-05-22,UberX,Brooklyn,1
2014-05-22,UberX,Brooklyn,3
2014-05-22,UberX,Brooklyn,4
2014-05-22,UberX,Brooklyn,5
2014-05-22,UberX,Brooklyn,6
2014-05-22,UberX,Brooklyn,7
2014-05-22,UberX,Brooklyn,8
2014-05-22,UberX,Brooklyn,9
2014-05-22,UberX,Brooklyn,10
2014-05-22,UberX,Brooklyn,11
2014-05-22,UberX,Brooklyn,12
2014-05-22,UberX,Brooklyn,13
2014-05-22,UberX,Brooklyn,14
2014-05-22,UberX,Brooklyn,15
2014-05-22,UberX,Brooklyn,16
2014-05-22,UberX,Brooklyn,17
2014-05-22,UberX,Brooklyn,18
2014-05-22,UberX,Brooklyn,19
2014-05-22,UberX,Brooklyn,20
2014-05-22,UberX,Brooklyn,21
2014-05-22,UberX,Brooklyn,22
2014-05-22,UberX,Brooklyn,23
2014-05-22,UberX,Jersey City,1
2014-05-22,UberX,Jersey City,3
2014-05-22,UberX,Jersey City,4
2014-05-22,UberX,Jersey City,5
2014-05-22,UberX,Jersey City,6
2014-05-22,UberX,Jersey City,8
2014-05-22,UberX,Jersey City,9
2014-05-22,UberX,Jersey City,10
2014-05-22,UberX,Jersey City,11
2014-05-22,UberX,Jersey City,12
2014-05-22,UberX,Jersey City,13
2014-05-22,UberX,Jersey City,14
2014-05-22,UberX,Jersey City,15
2014-05-22,UberX,Jersey City,16
2014-05-22,UberX,Jersey City,17
2014-05-22,UberX,Jersey City,18
2014-05-22,UberX,Jersey City,19
2014-05-22,UberX,Jersey City,20
2014-05-22,UberX,Jersey City,21
2014-05-22,UberX,Jersey City,22
2014-05-22,UberX,Jersey City,23
2014-05-22,UberX,Other,0
2014-05-22,UberX,Other,1
2014-05-22,UberX,Other,2
2014-05-22,UberX,Other,3
2014-05-22,UberX,Other,4
2014-05-22,UberX,Other,5
2014-05-22,UberX,Other,6
2014-05-22,UberX,Other,7
2014-05-22,UberX,Other,8
2014-05-22,UberX,Other,9
2014-05-22,UberX,Other,10
2014-05-22,UberX,Other,11
2014-05-22,UberX,Other,12
2014-05-22,UberX,Other,13
2014-05-22,UberX,Other,14
2014-05-22,UberX,Other,15
2014-05-22,UberX,Other,16
2014-05-22,UberX,Other,17
2014-05-22,UberX,Other,18
2014-05-22,UberX,Other,19
2014-05-22,UberX,Other,20
2014-05-22,UberX,Other,21
2014-05-22,UberX,Other,22
2014-05-22,UberX,Other,23
2014-05-23,UberBlack,Brooklyn,0
2014-05-23,UberBlack,Brooklyn,7
2014-05-23,UberBlack,Brooklyn,12
2014-05-23,UberBlack,Brooklyn,14
2014-05-23,UberBlack,Brooklyn,15
2014-05-23,UberBlack,Brooklyn,17
2014-05-23,UberBlack,Brooklyn,18
2014-05-23,UberBlack,Brooklyn,19
2014-05-23,UberBlack,Brooklyn,21
2014-05-23,UberBlack,Brooklyn,22
2014-05-23,UberBlack,Brooklyn,23
2014-05-23,UberBlack,Jersey City,5
2014-05-23,UberBlack,Other,0
2014-05-23,UberBlack,Other,1
2014-05-23,UberBlack,Other,3
2014-05-23,UberBlack,Other,4
2014-05-23,UberBlack,Other,6
2014-05-23,UberBlack,Other,7
2014-05-23,UberBlack,Other,8
2014-05-23,UberBlack,Other,9
2014-05-23,UberBlack,Other,10
2014-05-23,UberBlack,Other,11
2014-05-23,UberBlack,Other,12
2014-05-23,UberBlack,Other,13
2014-05-23,UberBlack,Other,14
2014-05-23,UberBlack,Other,15
2014-05-23,UberBlack,Other,16
2014-05-23,UberBlack,Other,17
2014-05-23,UberBlack,Other,18
2014-05-23,UberBlack,Other,19
2014-05-23,UberBlack,Other,20
2014-05-23,UberBlack,Other,21
2014-05-23,UberBlack,Other,22
2014-05-23,UberBlack,Other,23
2014-05-23,UberConfort,Brooklyn,0
2014-05-23,UberConfort,Brooklyn,1
2014-05-23,UberConfort,Brooklyn,2
2014-05-23,UberConfort,Brooklyn,3
2014-05-23,UberConfort,Brooklyn,4
2014-05-23,UberConfort,Brooklyn,5
2014-05-23,UberConfort,Brooklyn,6
2014-05-23,UberConfort,Brooklyn,7
2014-05-23,UberConfort,Brooklyn,8
2014-05-23,UberConfort,Brooklyn,9
2014-05-23,UberConfort,Brooklyn,10
2014-05-23,UberConfort,Brooklyn,11
2014-05-23,UberConfort,Brooklyn,12
2014-05-23,UberConfort,Brooklyn,13
2014-05-23,UberConfort,Brooklyn,14
2014-05-23,UberConfort,Brooklyn,15
2014-05-23,UberConfort,Brooklyn,16
2014-05-23,UberConfort,Brooklyn,17
2014-05-23,UberConfort,Brooklyn,18
2014-05-23,UberConfort,Brooklyn,19
2014-05-23,UberConfort,Brooklyn,20
2014-05-23,UberConfort,Brooklyn,21
2014-05-23,UberConfort,Brooklyn,22
2014-05-23,UberConfort,Brooklyn,23
2014-05-23,UberConfort,Jersey City,0
2014-05-23,UberConfort,Jersey City,1
2014-05-23,UberConfort,Jersey City,3
2014-05-23,UberConfort,Jersey City,4
2014-05-23,UberConfort,Jersey City,5
2014-05-23,UberConfort,Jersey City,6
2014-05-23,UberConfort,Jersey City,7
2014-05-23,UberConfort,Jersey City,9
2014-05-23,UberConfort,Jersey City,11
2014-05-23,UberConfort,Jersey City,12
2014-05-23,UberConfort,Jersey City,13
2014-05-23,UberConfort,Jersey City,14
2014-05-23,UberConfort,Jersey City,15
2014-05-23,UberConfort,Jersey City,16
2014-05-23,UberConfort,Jersey City,17
2014-05-23,UberConfort,Jersey City,18
2014-05-23,UberConfort,Jersey City,19
2014-05-23,UberConfort,Jersey City,20
2014-05-23,UberConfort,Jersey City,21
2014-05-23,UberConfort,Jersey City,22
2014-05-23,UberConfort,Jersey City,23
2014-05-23,UberConfort,Other,0
2014-05-23,UberConfort,Other,1
2014-05-23,UberConfort,Other,2
2014-05-23,UberConfort,Other,3
2014-05-23,UberConfort,Other,4
2014-05-23,UberConfort,Other,5
2014-05-23,UberConfort,Other,6
2014-05-23,UberConfort,Other,7
2014-05-23,UberConfort,Other,8
2014-05-23,UberConfort,Other,9
2014-05-23,UberConfort,Other,10
2014-05-23,UberConfort,Other,11
2014-05-23,UberConfort,Other,12
2014-05-23,UberConfort,Other,13
2014-05-23,UberConfort,Other,14
2014-05-23,UberConfort,Other,15
2014-05-23,UberConfort,Other,16
2014-05-23,UberConfort,Other,17
2014-05-23,UberConfort,Other,18
2014-05-23,UberConfort,Other,19
2014-05-23,UberConfort,Other,20
2014-05-23,UberConfort,Other,21
2014-05-23,UberConfort,Other,22
2014-05-23,UberConfort,Other,23
2014-05-23,UberGreen,Brooklyn,0
2014-05-23,UberGreen,Brooklyn,1
2014-05-23,UberGreen,Brooklyn,3
2014-05-23,UberGreen,Brooklyn,4
2014-05-23,UberGreen,Brooklyn,5
2014-05-23,UberGreen,Brooklyn,6
2014-05-23,UberGreen,Brooklyn,7
2014-05-23,UberGreen,Brooklyn,8
2014-05-23,UberGreen,Brooklyn,9
2014-05-23,UberGreen,Brooklyn,10
2014-05-23,UberGreen,Brooklyn,11
2014-05-23,UberGreen,Brooklyn,12
2014-05-23,UberGreen,Brooklyn,13
2014-05-23,UberGreen,Brooklyn,14
2014-05-23,UberGreen,Brooklyn,15
2014-05-23,UberGreen,Brooklyn,16
2014-05-23,UberGreen,Brooklyn,17
2014-05-23,UberGreen,Brooklyn,18
2014-05-23,UberGreen,Brooklyn,19
2014-05-23,UberGreen,Brooklyn,20
2014-05-23,UberGreen,Brooklyn,21
2014-05-23,UberGreen,Brooklyn,22
2014-05-23,UberGreen,Brooklyn,23
2014-05-23,UberGreen,Jersey City,5
2014-05-23,UberGreen,Jersey City,6
2014-05-23,UberGreen,Jersey City,7
2014-05-23,UberGreen,Jersey City,8
2014-05-23,UberGreen,Jersey City,13
2014-05-23,UberGreen,Jersey City,14
2014-05-23,UberGreen,Jersey City,15
2014-05-23,UberGreen,Jersey City,16
2014-05-23,UberGreen,Jersey City,17
2014-05-23,UberGreen,Jersey City,18
2014-05-23,UberGreen,Jersey City,19
2014-05-23,UberGreen,Jersey City,20
2014-05-23,UberGreen,Jersey City,22
2014-05-23,UberGreen,Jersey City,23
2014-05-23,UberGreen,Other,0
2014-05-23,UberGreen,Other,1
2014-05-23,UberGreen,Other,2
2014-05-23,UberGreen,Other,3
2014-05-23,UberGreen,Other,4
2014-05-23,UberGreen,Other,5
2014-05-23,UberGreen,Other,6
2014-05-23,UberGreen,Other,7
2014-05-23,UberGreen,Other,8
2014-05-23,UberGreen,Other,9
2014-05-23,UberGreen,Other,10
2014-05-23,UberGreen,Other,11
2014-05-23,UberGreen,Other,12
2014-05-23,UberGreen,Other,13
2014-05-23,UberGreen,Other,14
2014-05-23,UberGreen,Other,15
2014-05-23,UberGreen,Other,16
2014-05-23,UberGreen,Other,17
2014-05-23,UberGreen,Other,18
2014-05-23,UberGreen,Other,19
2014-05-23,UberGreen,Other,20
2014-05-23,UberGreen,Other,21
2014-05-23,UberGreen,Other,22
2014-05-23,UberGreen,Other,23
2014-05-23,UberPool,Brooklyn,0
2014-05-23,UberPool,Brooklyn,1
2014-05-23,UberPool,Brooklyn,2
2014-05-23,UberPool,Brooklyn,3
2014-05-23,UberPool,Brooklyn,4
2014-05-23,UberPool,Brooklyn,5
2014-05-23,UberPool,Brooklyn,6
2014-05-23,UberPool,Brooklyn,7
2014-05-23,UberPool,Brooklyn,8
2014-05-23,UberPool,Brooklyn,9
2014-05-23,UberPool,Brooklyn,10
2014-05-23,UberPool,Brooklyn,11
2014-05-23,UberPool,Brooklyn,12
2014-05-23,UberPool,Brooklyn,13
2014-05-23,UberPool,Brooklyn,14
2014-05-23,UberPool,Brooklyn,15
2014-05-23,UberPool,Brooklyn,16
2014-05-23,UberPool,Brooklyn,17
2014-05-23,UberPool,Brooklyn,18
2014-05-23,UberPool,Brooklyn,19
2014-05-23,UberPool,Brooklyn,20
2014-05-23,UberPool,Brooklyn,21
2014-05-23,UberPool,Brooklyn,22
2014-05-23,UberPool,Brooklyn,23
2014-05-23,UberPool,Jersey City,0
2014-05-23,UberPool,Jersey City,1
2014-05-23,UberPool,Jersey City,2
2014-05-23,UberPool,Jersey City,3
2014-05-23,UberPool,Jersey City,4
2014-05-23,UberPool,Jersey City,7
2014-05-23,UberPool,Jersey City,8
2014-05-23,UberPool,Jersey City,9
2014-05-23,UberPool,Jersey City,12
2014-05-23,UberPool,Jersey City,13
2014-05-23,UberPool,Jersey City,14
2014-05-23,UberPool,Jersey City,15
2014-05-23,UberPool,Jersey City,16
2014-05-23,UberPool,Jersey City,17
2014-05-23,UberPool,Jersey City,18
2014-05-23,UberPool,Jersey City,19
2014-05-23,UberPool,Jersey City,20
2014-05-23,UberPool,Jersey City,21
2014-05-23,UberPool,Jersey City,22
2014-05-23,UberPool,Jersey City,23
2014-05-23,UberPool,Other,0
2014-05-23,UberPool,Other,1
2014-05-23,UberPool,Other,2
2014-05-23,UberPool,Other,3
2014-05-23,UberPool,Other,4
2014-05-23,UberPool,Other,5
2014-05-23,UberPool,Other,6
2014-05-23,UberPool,Other,7
2014-05-23,UberPool,Other,8
2014-05-23,UberPool,Other,9
2014-05-23,UberPool,Other,10
2014-05-23,UberPool,Other,11
2014-05-23,UberPool,Other,12
2014-05-23,UberPool,Other,13
2014-05-23,UberPool,Other,14
2014-05-23,UberPool,Other,15
2014-05-23,UberPool,Other,16
2014-05-23,UberPool,Other,17
2014-05-23,UberPool,Other,18
2014-05-23,UberPool,Other,19
2014-05-23,UberPool,Other,20
2014-05-23,UberPool,Other,21
2014-05-23,UberPool,Other,22
2014-05-23,UberPool,Other,23
2014-05-23,UberX,Brooklyn,0
2014-05-23,UberX,Brooklyn,1
2014-05-23,UberX,Brooklyn,2
2014-05-23,UberX,Brooklyn,3
2014-05-23,UberX,Brooklyn,4
2014-05-23,UberX,Brooklyn,5
2014-05-23,UberX,Brooklyn,6
2014-05-23,UberX,Brooklyn,7
2014-05-23,UberX,Brooklyn,8
2014-05-23,UberX,Brooklyn,9
2014-05-23,UberX,Brooklyn,10
2014-05-23,UberX,Brooklyn,11
2014-05-23,UberX,Brooklyn,12
2014-05-23,UberX,Brooklyn,13
2014-05-23,UberX,Brooklyn,14
2014-05-23,UberX,Brooklyn,15
2014-05-23,UberX,Brooklyn,16
2014-05-23,UberX,Brooklyn,17
2014-05-23,UberX,Brooklyn,18
2014-05-23,UberX,Brooklyn,19
2014-05-23,UberX,Brooklyn,20
2014-05-23,UberX,Brooklyn,21
2014-05-23,UberX,Brooklyn,22
2014-05-23,UberX,Brooklyn,23
2014-05-23,UberX,Jersey City,0
2014-05-23,UberX,Jersey City,1
2014-05-23,UberX,Jersey City,4
2014-05-23,UberX,Jersey City,5
2014-05-23,UberX,Jersey City,7
2014-05-23,UberX,Jersey City,8
2014-05-23,UberX,Jersey City,11
2014-05-23,UberX,Jersey City,13
2014-05-23,UberX,Jersey City,14
2014-05-23,UberX,Jersey City,17
2014-05-23,UberX,Jersey City,18
2014-05-23,UberX,Jersey City,19
2014-05-23,UberX,Jersey City,20
2014-05-23,UberX,Jersey City,21
2014-05-23,UberX,Jersey City,22
2014-05-23,UberX,Jersey City,23
2014-05-23,UberX,Other,0
2014-05-23,UberX,Other,1
2014-05-23,UberX,Other,2
2014-05-23,UberX,Other,3
2014-05-23,UberX,Other,4
2014-05-23,UberX,Other,5
2014-05-23,UberX,Other,6
2014-05-23,UberX,Other,7
2014-05-23,UberX,Other,8
2014-05-23,UberX,Other,9
2014-05-23,UberX,Other,10
2014-05-23,UberX,Other,11
2014-05-23,UberX,Other,12
2014-05-23,UberX,Other,13
2014-05-23,UberX,Other,14
2014-05-23,UberX,Other,15
2014-05-23,UberX,Other,16
2014-05-23,UberX,Other,17
2014-05-23,UberX,Other,18
2014-05-23,UberX,Other,19
2014-05-23,UberX,Other,20
2014-05-23,UberX,Other,21
2014-05-23,UberX,Other,22
2014-05-23,UberX,Other,23
2014-05-24,UberBlack,Brooklyn,3
2014-05-24,UberBlack,Brooklyn,7
2014-05-24,UberBlack,Brooklyn,8
2014-05-24,UberBlack,Brooklyn,9
2014-05-24,UberBlack,Brooklyn,11
2014-05-24,UberBlack,Brooklyn,12
2014-05-24,UberBlack,Brooklyn,13
2014-05-24,UberBlack,Brooklyn,16
2014-05-24,UberBlack,Brooklyn,17
2014-05-24,UberBlack,Jersey City,9
2014-05-24,UberBlack,Jersey City,20
2014-05-24,UberBlack,Other,0
2014-05-24,UberBlack,Other,1
2014-05-24,UberBlack,Other,2
2014-05-24,UberBlack,Other,5
2014-05-24,UberBlack,Other,6
2014-05-24,UberBlack,Other,7
2014-05-24,UberBlack,Other,8
2014-05-24,UberBlack,Other,9
2014-05-24,UberBlack,Other,10
2014-05-24,UberBlack,Other,11
2014-05-24,UberBlack,Other,12
2014-05-24,UberBlack,Other,13
2014-05-24,UberBlack,Other,14
2014-05-24,UberBlack,Other,15
2014-05-24,UberBlack,Other,16
2014-05-24,UberBlack,Other,17
2014-05-24,UberBlack,Other,18
2014-05-24,UberBlack,Other,19
2014-05-24,UberBlack,Other,20
2014-05-24,UberBlack,Other,21
2014-05-24,UberBlack,Other,22
2014-05-24,UberBlack,Other,23
2014-05-24,UberConfort,Brooklyn,0
2014-05-24,UberConfort,Brooklyn,1
2014-05-24,UberConfort,Brooklyn,2
2014-05-24,UberConfort,Brooklyn,3
2014-05-24,UberConfort,Brooklyn,4
2014-05-24,UberConfort,Brooklyn,5
2014-05-24,UberConfort,Brooklyn,6
2014-05-24,UberConfort,Brooklyn,7
2014-05-24,UberConfort,Brooklyn,8
2014-05-24,UberConfort,Brooklyn,9
2014-05-24,UberConfort,Brooklyn,10
2014-05-24,UberConfort,Brooklyn,11
2014-05-24,UberConfort,Brooklyn,12
2014-05-24,UberConfort,Brooklyn,13
2014-05-24,UberConfort,Brooklyn,14
2014-05-24,UberConfort,Brooklyn,15
2014-05-24,UberConfort,Brooklyn,16
2014-05-24,UberConfort,Brooklyn,17
2014-05-24,UberConfort,Brooklyn,18
2014-05-24,UberConfort,Brooklyn,19
2014-05-24,UberConfort,Brooklyn,20
2014-05-24,UberConfort,Brooklyn,21
2014-05-24,UberConfort,Brooklyn,22
2014-05-24,UberConfort,Brooklyn,23
2014-05-24,UberConfort,Jersey City,1
2014-05-24,UberConfort,Jersey City,2
2014-05-24,UberConfort,Jersey City,3
2014-05-24,UberConfort,Jersey City,4
2014-05-24,UberConfort,Jersey City,6
2014-05-24,UberConfort,Jersey City,9
2014-05-24,UberConfort,Jersey City,10
2014-05-24,UberConfort,Jersey City,11
2014-05-24,UberConfort,Jersey City,12
2014-05-24,UberConfort,Jersey City,13
2014-05-24,UberConfort,Jersey City,14
2014-05-24,UberConfort,Jersey City,15
2014-05-24,UberConfort,Jersey City,16
2014-05-24,UberConfort,Jersey City,17
2014-05-24,UberConfort,Jersey City,18
2014-05-24,UberConfort,Jersey City,19
2014-05-24,UberConfort,Jersey City,21
2014-05-24,UberConfort,Jersey City,22
